#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_003835055.1	PRJNA224116	SAMN07424144	NSQP00000000.1	na	287	287	Pseudomonas aeruginosa	strain=C3		latest	Contig	Major	Full	2018/11/26	ASM383505v1	International Pseudomonas aeruginosa Consortium	GCA_003835055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/055/GCF_003835055.1_ASM383505v1		
GCF_003835085.1	PRJNA224116	SAMN07424146	NSQN00000000.1	na	287	287	Pseudomonas aeruginosa	strain=E2_H133420224		latest	Contig	Major	Full	2018/11/26	ASM383508v1	International Pseudomonas aeruginosa Consortium	GCA_003835085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/085/GCF_003835085.1_ASM383508v1		
GCF_003835095.1	PRJNA224116	SAMN07424139	NSQU00000000.1	na	287	287	Pseudomonas aeruginosa	strain=020MIC		latest	Contig	Major	Full	2018/11/26	ASM383509v1	International Pseudomonas aeruginosa Consortium	GCA_003835095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/095/GCF_003835095.1_ASM383509v1		
GCF_003835115.1	PRJNA224116	SAMN07424141	NSQS00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-001A		latest	Contig	Major	Full	2018/11/26	ASM383511v1	International Pseudomonas aeruginosa Consortium	GCA_003835115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/115/GCF_003835115.1_ASM383511v1		
GCF_003835145.1	PRJNA224116	SAMN07424135	NSQY00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-013		latest	Contig	Major	Full	2018/11/26	ASM383514v1	International Pseudomonas aeruginosa Consortium	GCA_003835145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/145/GCF_003835145.1_ASM383514v1		
GCF_003835155.1	PRJNA224116	SAMN07424138	NSQV00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-018		latest	Contig	Major	Full	2018/11/26	ASM383515v1	International Pseudomonas aeruginosa Consortium	GCA_003835155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/155/GCF_003835155.1_ASM383515v1		
GCF_003835165.1	PRJNA224116	SAMN07424129	NSRE00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-004		latest	Contig	Major	Full	2018/11/26	ASM383516v1	International Pseudomonas aeruginosa Consortium	GCA_003835165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/165/GCF_003835165.1_ASM383516v1		
GCF_003835175.1	PRJNA224116	SAMN07424134	NSQZ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=010-4		latest	Contig	Major	Full	2018/11/26	ASM383517v1	International Pseudomonas aeruginosa Consortium	GCA_003835175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/175/GCF_003835175.1_ASM383517v1		
GCF_003835185.1	PRJNA224116	SAMN07424130	NSRD00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-006		latest	Scaffold	Major	Full	2018/11/26	ASM383518v1	International Pseudomonas aeruginosa Consortium	GCA_003835185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/185/GCF_003835185.1_ASM383518v1		
GCF_003835245.1	PRJNA224116	SAMN07424128	NSRF00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-003B		latest	Contig	Major	Full	2018/11/26	ASM383524v1	International Pseudomonas aeruginosa Consortium	GCA_003835245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/245/GCF_003835245.1_ASM383524v1		
GCF_003835265.1	PRJNA224116	SAMN07424201	NSOK00000000.1	na	287	287	Pseudomonas aeruginosa	strain=JYH10		latest	Contig	Major	Full	2018/11/26	ASM383526v1	International Pseudomonas aeruginosa Consortium	GCA_003835265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/265/GCF_003835265.1_ASM383526v1		
GCF_003835285.1	PRJNA224116	SAMN07424127	NSRG00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-002C		latest	Contig	Major	Full	2018/11/26	ASM383528v1	International Pseudomonas aeruginosa Consortium	GCA_003835285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/285/GCF_003835285.1_ASM383528v1		
GCF_003835295.1	PRJNA224116	SAMN07424126	NSRH00000000.1	na	287	287	Pseudomonas aeruginosa	strain=001-6		latest	Contig	Major	Full	2018/11/26	ASM383529v1	International Pseudomonas aeruginosa Consortium	GCA_003835295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/295/GCF_003835295.1_ASM383529v1		
GCF_003835325.1	PRJNA224116	SAMN07424125	NSRI00000000.1	na	287	287	Pseudomonas aeruginosa	strain=001-5B		latest	Contig	Major	Full	2018/11/26	ASM383532v1	International Pseudomonas aeruginosa Consortium	GCA_003835325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/325/GCF_003835325.1_ASM383532v1		
GCF_003835335.1	PRJNA224116	SAMN07424200	NSOL00000000.1	na	287	287	Pseudomonas aeruginosa	strain=JYH8		latest	Contig	Major	Full	2018/11/26	ASM383533v1	International Pseudomonas aeruginosa Consortium	GCA_003835335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/335/GCF_003835335.1_ASM383533v1		
GCF_003835365.1	PRJNA224116	SAMN07424190	NSOV00000000.1	na	287	287	Pseudomonas aeruginosa	strain=CF5		latest	Contig	Major	Full	2018/11/26	ASM383536v1	International Pseudomonas aeruginosa Consortium	GCA_003835365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/365/GCF_003835365.1_ASM383536v1		
GCF_003835385.1	PRJNA224116	SAMN07424176	NSPJ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=C8(T3532)		latest	Contig	Major	Full	2018/11/26	ASM383538v1	International Pseudomonas aeruginosa Consortium	GCA_003835385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/385/GCF_003835385.1_ASM383538v1		
GCF_003835395.1	PRJNA224116	SAMN07424179	NSPG00000000.1	na	287	287	Pseudomonas aeruginosa	strain=HM293		latest	Contig	Major	Full	2018/11/26	ASM383539v1	International Pseudomonas aeruginosa Consortium	GCA_003835395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/395/GCF_003835395.1_ASM383539v1		
GCF_003835405.1	PRJNA224116	SAMN07424173	NSPM00000000.1	na	287	287	Pseudomonas aeruginosa	strain=A3(H638)		latest	Contig	Major	Full	2018/11/26	ASM383540v1	International Pseudomonas aeruginosa Consortium	GCA_003835405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/405/GCF_003835405.1_ASM383540v1		
GCF_003835445.1	PRJNA224116	SAMN07424171	NSPO00000000.1	na	287	287	Pseudomonas aeruginosa	strain=A1(A2448)		latest	Contig	Major	Full	2018/11/26	ASM383544v1	International Pseudomonas aeruginosa Consortium	GCA_003835445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/445/GCF_003835445.1_ASM383544v1		
GCF_003835455.1	PRJNA224116	SAMN07424170	NSPP00000000.1	na	287	287	Pseudomonas aeruginosa	strain=C7(T3583)		latest	Contig	Major	Full	2018/11/26	ASM383545v1	International Pseudomonas aeruginosa Consortium	GCA_003835455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/455/GCF_003835455.1_ASM383545v1		
GCF_003835485.1	PRJNA224116	SAMN07424197	NSOO00000000.1	na	287	287	Pseudomonas aeruginosa	strain=HB159		latest	Contig	Major	Full	2018/11/26	ASM383548v1	International Pseudomonas aeruginosa Consortium	GCA_003835485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/485/GCF_003835485.1_ASM383548v1		
GCF_003835495.1	PRJNA224116	SAMN07424194	NSOR00000000.1	na	287	287	Pseudomonas aeruginosa	strain=S54485		latest	Contig	Major	Full	2018/11/26	ASM383549v1	International Pseudomonas aeruginosa Consortium	GCA_003835495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/495/GCF_003835495.1_ASM383549v1		
GCF_003835525.1	PRJNA224116	SAMN07424166	NSPT00000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP12		latest	Contig	Major	Full	2018/11/26	ASM383552v1	International Pseudomonas aeruginosa Consortium	GCA_003835525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/525/GCF_003835525.1_ASM383552v1		
GCF_003835545.1	PRJNA224116	SAMN07424168	NSPR00000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP14		latest	Contig	Major	Full	2018/11/26	ASM383554v1	International Pseudomonas aeruginosa Consortium	GCA_003835545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/545/GCF_003835545.1_ASM383554v1		
GCF_003835565.1	PRJNA224116	SAMN07424167	NSPS00000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP13		latest	Contig	Major	Full	2018/11/26	ASM383556v1	International Pseudomonas aeruginosa Consortium	GCA_003835565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/565/GCF_003835565.1_ASM383556v1		
GCF_003835575.1	PRJNA224116	SAMN07424165	NSPU00000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP11		latest	Contig	Major	Full	2018/11/26	ASM383557v1	International Pseudomonas aeruginosa Consortium	GCA_003835575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/575/GCF_003835575.1_ASM383557v1		
GCF_003835585.1	PRJNA224116	SAMN07424161	NSPY00000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP8		latest	Contig	Major	Full	2018/11/26	ASM383558v1	International Pseudomonas aeruginosa Consortium	GCA_003835585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/585/GCF_003835585.1_ASM383558v1		
GCF_003835595.1	PRJNA224116	SAMN07424159	NSQA00000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP6		latest	Contig	Major	Full	2018/11/26	ASM383559v1	International Pseudomonas aeruginosa Consortium	GCA_003835595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/595/GCF_003835595.1_ASM383559v1		
GCF_003835645.1	PRJNA224116	SAMN07424157	NSQC00000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiP4		latest	Contig	Major	Full	2018/11/26	ASM383564v1	International Pseudomonas aeruginosa Consortium	GCA_003835645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/645/GCF_003835645.1_ASM383564v1		
GCF_003835665.1	PRJNA224116	SAMN07424143	NSQQ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=B2		latest	Contig	Major	Full	2018/11/26	ASM383566v1	International Pseudomonas aeruginosa Consortium	GCA_003835665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/665/GCF_003835665.1_ASM383566v1		
GCF_003835685.1	PRJNA224116	SAMN07424136	NSQX00000000.1	na	287	287	Pseudomonas aeruginosa	strain=014-2A		latest	Contig	Major	Full	2018/11/26	ASM383568v1	International Pseudomonas aeruginosa Consortium	GCA_003835685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/685/GCF_003835685.1_ASM383568v1		
GCF_003835695.1	PRJNA224116	SAMN07424142	NSQR00000000.1	na	287	287	Pseudomonas aeruginosa	strain=A3		latest	Contig	Major	Full	2018/11/26	ASM383569v1	International Pseudomonas aeruginosa Consortium	GCA_003835695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/695/GCF_003835695.1_ASM383569v1		
GCF_003835715.1	PRJNA224116	SAMN07424140	NSQT00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-024-1		latest	Contig	Major	Full	2018/11/26	ASM383571v1	International Pseudomonas aeruginosa Consortium	GCA_003835715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/715/GCF_003835715.1_ASM383571v1		
GCF_003835725.1	PRJNA224116	SAMN07424137	NSQW00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-015A		latest	Contig	Major	Full	2018/11/26	ASM383572v1	International Pseudomonas aeruginosa Consortium	GCA_003835725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/725/GCF_003835725.1_ASM383572v1		
GCF_003835765.1	PRJNA224116	SAMN07424131	NSRC00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-007-2		latest	Scaffold	Major	Full	2018/11/26	ASM383576v1	International Pseudomonas aeruginosa Consortium	GCA_003835765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/765/GCF_003835765.1_ASM383576v1		
GCF_003835775.1	PRJNA224116	SAMN07424133	NSRA00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-009B		latest	Contig	Major	Full	2018/11/26	ASM383577v1	International Pseudomonas aeruginosa Consortium	GCA_003835775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/775/GCF_003835775.1_ASM383577v1		
GCF_003835785.1	PRJNA224116	SAMN07424124	NSRJ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=001-5A		latest	Contig	Major	Full	2018/11/26	ASM383578v1	International Pseudomonas aeruginosa Consortium	GCA_003835785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/785/GCF_003835785.1_ASM383578v1		
GCF_003835825.1	PRJNA224116	SAMN07424121	NSRM00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-001-3A		latest	Contig	Major	Full	2018/11/26	ASM383582v1	International Pseudomonas aeruginosa Consortium	GCA_003835825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/825/GCF_003835825.1_ASM383582v1		
GCF_003835835.1	PRJNA224116	SAMN07424120	NSRN00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-001-2B		latest	Contig	Major	Full	2018/11/26	ASM383583v1	International Pseudomonas aeruginosa Consortium	GCA_003835835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/835/GCF_003835835.1_ASM383583v1		
GCF_003835865.1	PRJNA224116	SAMN07424132	NSRB00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-008		latest	Contig	Major	Full	2018/11/26	ASM383586v1	International Pseudomonas aeruginosa Consortium	GCA_003835865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/865/GCF_003835865.1_ASM383586v1		
GCF_003835875.1	PRJNA224116	SAMN07424119	NSRO00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-001-2A		latest	Scaffold	Major	Full	2018/11/26	ASM383587v1	International Pseudomonas aeruginosa Consortium	GCA_003835875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/875/GCF_003835875.1_ASM383587v1		
GCF_003835905.1	PRJNA224116	SAMN07424123	NSRK00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-001-4		latest	Contig	Major	Full	2018/11/26	ASM383590v1	International Pseudomonas aeruginosa Consortium	GCA_003835905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/905/GCF_003835905.1_ASM383590v1		
GCF_003835915.1	PRJNA224116	SAMN07424116	NSRR00000000.1	na	287	287	Pseudomonas aeruginosa	strain=U454A		latest	Contig	Major	Full	2018/11/26	ASM383591v1	International Pseudomonas aeruginosa Consortium	GCA_003835915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/915/GCF_003835915.1_ASM383591v1		
GCF_003835945.1	PRJNA224116	SAMN07424122	NSRL00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-001-3B		latest	Contig	Major	Full	2018/11/26	ASM383594v1	International Pseudomonas aeruginosa Consortium	GCA_003835945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/945/GCF_003835945.1_ASM383594v1		
GCF_003835955.1	PRJNA224116	SAMN07424112	NSRV00000000.1	na	287	287	Pseudomonas aeruginosa	strain=U413A		latest	Contig	Major	Full	2018/11/26	ASM383595v1	International Pseudomonas aeruginosa Consortium	GCA_003835955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/955/GCF_003835955.1_ASM383595v1		
GCF_003835985.1	PRJNA224116	SAMN07424109	NSRY00000000.1	na	287	287	Pseudomonas aeruginosa	strain=U350		latest	Contig	Major	Full	2018/11/26	ASM383598v1	International Pseudomonas aeruginosa Consortium	GCA_003835985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/835/985/GCF_003835985.1_ASM383598v1		
GCF_003836005.1	PRJNA224116	SAMN07424117	NSRQ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=DUN-001B		latest	Contig	Major	Full	2018/11/26	ASM383600v1	International Pseudomonas aeruginosa Consortium	GCA_003836005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/005/GCF_003836005.1_ASM383600v1		
GCF_003836025.1	PRJNA224116	SAMN07424108	NSRZ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=U0330A		latest	Contig	Major	Full	2018/11/26	ASM383602v1	International Pseudomonas aeruginosa Consortium	GCA_003836025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/025/GCF_003836025.1_ASM383602v1		
GCF_003836035.1	PRJNA224116	SAMN07424114	NSRT00000000.1	na	287	287	Pseudomonas aeruginosa	strain=U435		latest	Contig	Major	Full	2018/11/26	ASM383603v1	International Pseudomonas aeruginosa Consortium	GCA_003836035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/035/GCF_003836035.1_ASM383603v1		
GCF_003836065.1	PRJNA224116	SAMN07424102	NSSF00000000.1	na	287	287	Pseudomonas aeruginosa	strain=MSB3405		latest	Contig	Major	Full	2018/11/26	ASM383606v1	International Pseudomonas aeruginosa Consortium	GCA_003836065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/065/GCF_003836065.1_ASM383606v1		
GCF_003836075.1	PRJNA224116	SAMN07424113	NSRU00000000.1	na	287	287	Pseudomonas aeruginosa	strain=U421		latest	Contig	Major	Full	2018/11/26	ASM383607v1	International Pseudomonas aeruginosa Consortium	GCA_003836075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/075/GCF_003836075.1_ASM383607v1		
GCF_003836085.1	PRJNA224116	SAMN07424100	NSSH00000000.1	na	287	287	Pseudomonas aeruginosa	strain=MSB2949		latest	Contig	Major	Full	2018/11/26	ASM383608v1	International Pseudomonas aeruginosa Consortium	GCA_003836085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/085/GCF_003836085.1_ASM383608v1		
GCF_003836125.1	PRJNA224116	SAMN07424110	NSRX00000000.1	na	287	287	Pseudomonas aeruginosa	strain=U372		latest	Contig	Major	Full	2018/11/26	ASM383612v1	International Pseudomonas aeruginosa Consortium	GCA_003836125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/125/GCF_003836125.1_ASM383612v1		
GCF_003836135.1	PRJNA224116	SAMN07424096	NSSL00000000.1	na	287	287	Pseudomonas aeruginosa	strain=PMM38		latest	Scaffold	Major	Full	2018/11/26	ASM383613v1	International Pseudomonas aeruginosa Consortium	GCA_003836135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/135/GCF_003836135.1_ASM383613v1		
GCF_003836165.1	PRJNA224116	SAMN07424095	NSSM00000000.1	na	287	287	Pseudomonas aeruginosa	strain=JD303		latest	Contig	Major	Full	2018/11/26	ASM383616v1	International Pseudomonas aeruginosa Consortium	GCA_003836165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/165/GCF_003836165.1_ASM383616v1		
GCF_003836175.1	PRJNA224116	SAMN07424093	NSSO00000000.1	na	287	287	Pseudomonas aeruginosa	strain=TuD199		latest	Contig	Major	Full	2018/11/26	ASM383617v1	International Pseudomonas aeruginosa Consortium	GCA_003836175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/175/GCF_003836175.1_ASM383617v1		
GCF_003836205.1	PRJNA224116	SAMN07424103	NSSE00000000.1	na	287	287	Pseudomonas aeruginosa	strain=U0272B		latest	Contig	Major	Full	2018/11/26	ASM383620v1	International Pseudomonas aeruginosa Consortium	GCA_003836205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/205/GCF_003836205.1_ASM383620v1		
GCF_003836225.1	PRJNA224116	SAMN07424091	NSSQ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=PT31M		latest	Contig	Major	Full	2018/11/26	ASM383622v1	International Pseudomonas aeruginosa Consortium	GCA_003836225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/225/GCF_003836225.1_ASM383622v1		
GCF_003836245.1	PRJNA224116	SAMN07424086	NSSV00000000.1	na	287	287	Pseudomonas aeruginosa	strain=Cotonu1		latest	Contig	Major	Full	2018/11/26	ASM383624v1	International Pseudomonas aeruginosa Consortium	GCA_003836245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/245/GCF_003836245.1_ASM383624v1		
GCF_003836255.1	PRJNA224116	SAMN07424098	NSSJ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=S2239_16		latest	Contig	Major	Full	2018/11/26	ASM383625v1	International Pseudomonas aeruginosa Consortium	GCA_003836255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/255/GCF_003836255.1_ASM383625v1		
GCF_003836275.1	PRJNA224116	SAMN07424097	NSSK00000000.1	na	287	287	Pseudomonas aeruginosa	strain=S2239_15		latest	Contig	Major	Full	2018/11/26	ASM383627v1	International Pseudomonas aeruginosa Consortium	GCA_003836275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/275/GCF_003836275.1_ASM383627v1		
GCF_003836305.1	PRJNA224116	SAMN07424083	NSSY00000000.1	na	287	287	Pseudomonas aeruginosa	strain=Aa249		latest	Scaffold	Major	Full	2018/11/26	ASM383630v1	International Pseudomonas aeruginosa Consortium	GCA_003836305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/305/GCF_003836305.1_ASM383630v1		
GCF_003836315.1	PRJNA224116	SAMN07424082	NSSZ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=Mi159		latest	Contig	Major	Full	2018/11/26	ASM383631v1	International Pseudomonas aeruginosa Consortium	GCA_003836315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/315/GCF_003836315.1_ASM383631v1		
GCF_003836345.1	PRJNA224116	SAMN07424090	NSSR00000000.1	na	287	287	Pseudomonas aeruginosa	strain=PhDW6		latest	Contig	Major	Full	2018/11/26	ASM383634v1	International Pseudomonas aeruginosa Consortium	GCA_003836345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/345/GCF_003836345.1_ASM383634v1		
GCF_003836355.1	PRJNA224116	SAMN07424087	NSSU00000000.1	na	287	287	Pseudomonas aeruginosa	strain=LMG2107		latest	Contig	Major	Full	2018/11/26	ASM383635v1	International Pseudomonas aeruginosa Consortium	GCA_003836355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/355/GCF_003836355.1_ASM383635v1		
GCF_003836385.1	PRJNA224116	SAMN07424077	NSTE00000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiA63_2006		latest	Contig	Major	Full	2018/11/26	ASM383638v1	International Pseudomonas aeruginosa Consortium	GCA_003836385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/385/GCF_003836385.1_ASM383638v1		
GCF_003836405.1	PRJNA224116	SAMN07424075	NSTG00000000.1	na	287	287	Pseudomonas aeruginosa	strain=LiA18_2003		latest	Contig	Major	Full	2018/11/26	ASM383640v1	International Pseudomonas aeruginosa Consortium	GCA_003836405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/405/GCF_003836405.1_ASM383640v1		
GCF_003836415.1	PRJNA224116	SAMN07424081	NSTA00000000.1	na	287	287	Pseudomonas aeruginosa	strain=Br670		latest	Contig	Major	Full	2018/11/26	ASM383641v1	International Pseudomonas aeruginosa Consortium	GCA_003836415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/415/GCF_003836415.1_ASM383641v1		
GCF_003836445.1	PRJNA224116	SAMN07424080	NSTB00000000.1	na	287	287	Pseudomonas aeruginosa	strain=W5Aug16		latest	Contig	Major	Full	2018/11/26	ASM383644v1	International Pseudomonas aeruginosa Consortium	GCA_003836445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/836/445/GCF_003836445.1_ASM383644v1		
